ID	Name	Start	End	Chromosome
NA	AC009019.1	22094576	22103552	16
NA	VWA3A	22103858	22168287	16
NA	SDR42E2	22176903	22203075	16
NA	EEF2K	22217602	22300053	16
NA	AC009034.1	22298028	22300059	16
NA	POLR3E	22308695	22346424	16
NA	CDR2	22357256	22448486	16
NA	AC092338.1	22376441	22380368	16
NA	AC092338.2	22386179	22389501	16
NA	MFSD13B	22393756	22418749	16
NA	RRN3P3	22429992	22449036	16
NA	SMG1P1	22448328	22503541	16
NA	NPIPB5	22490441	22547842	16
NA	snoU13	22492794	22492898	16
NA	AC106788.2	22548798	22548905	16
NA	AC106788.1	22557018	22588186	16
NA	AC009021.2	22621851	22623517	16
NA	AC009021.1	22623863	22624804	16
NA	RN7SL245P	22647775	22648065	16
NA	AC130466.1	22817609	22825001	16
NA	HS3ST2	22825497	22927659	16
NA	AC127459.2	23031657	23034932	16
NA	AC127459.1	23072726	23075494	16
NA	USP31	23072726	23160591	16
NA	AC127459.3	23073087	23073553	16
NA	SCNN1G	23194035	23228204	16
NA	AC099482.1	23206198	23224425	16
NA	SCNN1B	23289551	23392620	16
NA	COG7	23399813	23464501	16
NA	RN7SKP23	23423700	23428001	16
NA	RN7SKP23	23424904	23425197	16
NA	SNORA75	23453161	23453242	16
NA	AC008915.1	23457766	23458603	16
NA	AC008915.2	23464078	23468927	16
NA	GGA2	23474862	23533316	16
NA	AC002400.1	23512225	23512951	16
NA	EARS2	23533334	23569052	16
NA	SUB1P4	23548381	23548877	16
NA	UBFD1	23568682	23585710	16
NA	AC008870.2	23579993	23581017	16
NA	NDUFAB1	23592322	23607677	16
NA	PALB2	23614480	23652631	16
NA	AC008870.4	23617161	23635428	16
NA	DCTN5	23652712	23688776	16
NA	AC008870.1	23681331	23686820	16
NA	PLK1	23688976	23701688	16
NA	AC008870.3	23698369	23699010	16
NA	ERN2	23701646	23724821	16
NA	AC008870.5	23707985	23708635	16
NA	AC012317.1	23723310	23724114	16
NA	AC012317.2	23765009	23767260	16
NA	CHP2	23765947	23770272	16
NA	PRKCB	23847321	24231932	16
NA	AC130454.1	23974271	23974672	16
NA	AC130448.1	24109559	24111292	16
NA	AC130448.2	24219425	24219799	16
NA	LINC2194	24247424	24264184	16
NA	CACNG3	24266873	24374122	16
NA	SNORA1	24344735	24344868	16
NA	RNU7-24P	24411376	24411438	16
NA	AC008938.1	24450308	24450408	16
NA	AC008938.1	24484118	24506498	16
NA	RBBP6	24549013	24584184	16
NA	TNRC6A	24621529	24838953	16
NA	LINC01567	24672742	24682383	16
NA	AC008731.1	24814771	24831060	16
NA	SLC5A11	24857161	24922949	16
NA	ARHGAP17	24930705	25026987	16
NA	AC008731.1	24930713	24932325	16
NA	AC133552.1	25027298	25032344	16
NA	AC133552.2	25043064	25069430	16
NA	LINC02175	25078257	25080264	16
NA	AC133552.5	25080890	25081430	16
NA	AC133552.4	25082810	25084048	16
NA	LCMT1-AS1	25096912	25122876	16
NA	AC133552.3	25104707	25106576	16
NA	AC133552.6	25117889	25118423	16
NA	LCMT1	25123049	25189552	16
NA	LCMT1-AS2	25151897	25160353	16
NA	RN7SL557P	25196527	25196808	16
NA	AQP8	25227051	25240261	16
NA	ZKSCAN2	25247321	25269252	16
NA	AC008741.1	25249638	25250608	16
NA	AC008741.2	25269272	25272387	16
NA	LINC02191	25431134	25435490	16
NA	CYCSP39	25465659	25465968	16
NA	HS3ST4	25703346	26149009	16
NA	AC093524.1	25836030	25837651	16
NA	MIR548W	26036557	26036631	16
NA	RNA5SP405	26040232	26040346	16
NA	HMGN2P3	26043859	26044132	16
NA	HSPE1P16	26074070	26074418	16
NA	AC009158.1	26313384	26345749	16
NA	AC130464.1	26366116	26369676	16
NA	LINC02195	26596075	26606134	16
NA	AC009035.1	26733194	26740447	16
NA	AC009035.1	26747549	26747638	16
NA	C16orf82	27078027	27080486	16
NA	AC092725.1	27078248	27079179	16
NA	AC092725.2	27144803	27146500	16
NA	LINC02129	27169771	27187908	16
NA	KDM8	27214815	27233089	16
NA	AC109449.1	27224628	27226314	16
NA	NSMCE1	27236311	27280115	16
NA	FLJ21408	27279525	27301813	16
NA	AC106739.1	27324707	27325422	16
NA	IL4R	27324988	27376099	16
NA	IL21R	27413482	27463363	16
NA	IL21R-AS1	27458989	27464714	16
NA	GTF3C1	27470875	27561234	16
NA	KIAA0556	27561453	27791690	16
NA	AC002551.1	27654519	27655984	16
NA	AC016597.1	27673220	27673339	16
NA	AC016597.1	27690260	27730127	16
NA	AC016597.2	27698502	27698843	16
NA	Y_RNA	27733604	27733713	16
NA	GSG1L	27798855	28074830	16
NA	RNU6-159P	27874571	27874677	16
NA	RNU6-1241P	28009615	28009722	16
NA	XPO6	28109299	28223241	16
NA	TPRKBP2	28122493	28122968	16
NA	SNORA25	28190418	28190544	16
NA	Y_RNA	28194638	28194751	16
NA	GAPDHP35	28251013	28251989	16
NA	AC138904.3	28270006	28303494	16
NA	AC138904.1	28296205	28303385	16
NA	SBK1	28303839	28335170	16
NA	AC138904.2	28352757	28352864	16
NA	NPIPB6	28353875	28374829	16
NA	AC138894.3	28376020	28376654	16
NA	EIF3CL	28390899	28415200	16
NA	CDC37P2	28425023	28426339	16
NA	snoU13	28453986	28454090	16
NA	AC138894.4	28462964	28466677	16
NA	AC138894.2	28465461	28465832	16
NA	AC138894.1	28467691	28503419	16
NA	NPIPB7	28467692	28481868	16
NA	CLN3	28485431	28506896	16
NA	APOBR	28505969	28510291	16
NA	IL27	28510682	28523372	16
NA	NUPR1	28544028	28550495	16
NA	AC020765.1	28559651	28559979	16
NA	AC020765.2	28565029	28565461	16
NA	SGF29	28565235	28603111	16
NA	SULT1A2	28603263	28608430	16
NA	AC020765.3	28610561	28613202	16
NA	AC020765.4	28613660	28615840	16
NA	SULT1A1	28616516	28634946	16
NA	NPIPB8	28648974	28670003	16
NA	AC145285.5	28671016	28752102	16
NA	snoU13	28683553	28683657	16
NA	EIF3C	28699878	28747051	16
NA	AC145285.3	28711614	28712861	16
NA	AC145285.6	28761279	28761916	16
NA	NPIPB9	28763107	28784128	16
NA	AC145285.8	28785144	28788855	16
NA	snoU13	28797730	28797834	16
NA	AC145285.2	28814063	28829149	16
NA	AC145285.1	28825300	28825994	16
NA	AC145285.4	28831890	28833354	16
NA	AC145285.7	28833751	28835290	16
NA	ATXN2L	28834355	28848558	16
NA	AC133550.1	28841932	28848521	16
NA	TUFM	28853731	28857729	16
NA	MIR4721	28855239	28855328	16
NA	SH2B1	28857920	28885533	16
NA	AC133550.2	28873486	28874661	16
NA	ATP2A1	28889725	28915830	16
NA	ATP2A1-AS1	28890277	28891241	16
NA	SNORA43	28892800	28892928	16
NA	RABEP2	28915741	28947847	16
NA	CD19	28943259	28950667	16
NA	NFATC2IP	28962127	28978418	16
NA	AC109460.2	28968007	28978204	16
NA	MIR4517	28969903	28969982	16
NA	AC109460.1	28985282	28990145	16
NA	SPNS1	28985541	28995869	16
NA	AC109460.3	28986124	29002096	16
NA	LAT	28996146	29002104	16
NA	AC109460.4	29000460	29002099	16
NA	NPIPB10P	29049975	29064047	16
NA	AC009093.3	29065052	29119429	16
NA	snoU13	29077575	29077679	16
NA	RRN3P2	29086296	29128039	16
NA	AC009093.9	29086342	29115483	16
NA	AC009093.8	29124370	29229181	16
NA	AC009093.10	29150699	29342625	16
NA	AC009093.2	29150981	29228027	16
NA	AC009093.7	29215953	29217176	16
NA	AC009093.1	29228490	29231352	16
NA	AC009093.5	29236914	29237669	16
NA	AC009093.1	29259549	29261449	16
NA	AC009093.4	29273593	29275800	16
NA	AC009093.6	29283540	29284093	16
NA	AC025279.1	29302540	29383431	16
NA	AC025279.2	29323670	29342598	16
NA	SNX29P2	29362066	29381593	16
NA	AC025279.3	29391562	29391666	16
NA	NPIPB11	29392674	29415350	16
NA	SMG1P6	29437120	29458347	16
NA	snoU13	29448817	29448921	16
NA	BOLA2	29454376	29466285	16
NA	BOLA2-SMG1P6	29454550	29465972	16
NA	AC133555.4	29460511	29460946	16
NA	SLX1B	29465821	29469540	16
NA	SLX1B-SULT1A4	29466425	29476284	16
NA	SULT1A4	29471209	29476297	16
NA	AC133555.3	29476287	29479154	16
NA	AC133555.5	29478481	29478899	16
NA	AC133555.2	29486384	29486676	16
NA	AC133555.1	29490199	29493912	16
NA	RP11-231C14.4	29495009	29517320	16
NA	SMG1P2	29538888	29606287	16
NA	snoU13	29550582	29550686	16
NA	AC009086.3	29606450	29607458	16
NA	MIR3680-2	29610499	29610586	16
NA	SLC7A5P1	29624424	29624961	16
NA	CA5AP1	29630105	29647649	16
NA	AC009086.1	29635837	29636146	16
NA	SPN	29674299	29682197	16
NA	AC009086.2	29674599	29706465	16
NA	QPRT	29690328	29710020	16
NA	RN7SKP127	29742371	29742725	16
NA	C16orf54	29753783	29757327	16
NA	AC009133.3	29756567	29759620	16
NA	ZG16	29789560	29794294	16
NA	KIF22	29802039	29816706	16
NA	AC009133.4	29815750	29816311	16
NA	MAZ	29817426	29822485	16
NA	AC009133.2	29817816	29819053	16
NA	AC009133.1	29819956	29832573	16
NA	AC009133.5	29819999	29823548	16
NA	PRRT2	29822702	29827213	16
NA	AC009133.6	29823581	29831413	16
NA	PAGR1	29827272	29831438	16
NA	AC120114.5	29828559	29841948	16
NA	MVP	29831714	29859360	16
NA	CDIPT	29869677	29875057	16
NA	AC120114.3	29874080	29874738	16
NA	CDIPT-AS1	29874913	29879374	16
NA	SEZ6L2	29882479	29910868	16
NA	ASPHD1	29911695	29931185	16
NA	KCTD13	29916332	29938356	16
NA	AC120114.4	29924464	29926658	16
NA	AC120114.2	29930954	29933226	16
NA	AC120114.1	29938156	29940254	16
NA	TMEM219	29952205	29984373	16
NA	TAOK2	29984961	30003582	16
NA	HIRIP3	30003641	30007757	16
NA	INO80E	30006614	30017114	16
NA	DOC2A	30016829	30034591	16
NA	C16orf92	30034654	30039057	16
NA	FAM57B	30035747	30064299	16
NA	ALDOA	30064410	30081778	16
NA	AC093512.1	30075626	30076146	16
NA	PPP4C	30087298	30096698	16
NA	TBX6	30097113	30103208	16
NA	YPEL3	30103634	30108236	16
NA	AC012645.1	30107750	30115437	16
NA	GDPD3	30116130	30125177	16
NA	AC012645.2	30118995	30121862	16
NA	AC012645.4	30122215	30123276	16
NA	MAPK3	30125425	30134827	16
NA	CORO1A	30194147	30200397	16
NA	AC012645.3	30194825	30196278	16
NA	BOLA2B	30204254	30205627	16
NA	SLX1A	30205207	30208882	16
NA	SLX1A-SULT1A3	30205212	30215631	16
NA	SULT1A3	30210548	30215631	16
NA	AC106782.1	30215636	30220392	16
NA	AC106782.7	30217830	30218248	16
NA	AC106782.4	30225729	30226020	16
NA	AC106782.3	30229540	30233251	16
NA	NPIPB13	30234257	30265831	16
NA	SMG1P5	30278873	30346695	16
NA	snoU13	30290568	30290672	16
NA	AC106782.5	30347720	30354657	16
NA	CD2BP2	30362086	30366682	16
NA	AC106782.2	30366761	30368425	16
NA	TBC1D10B	30368422	30381585	16
NA	AC106782.6	30371145	30371657	16
NA	MYLPF	30382254	30389312	16
NA	ZNF48	30389426	30411429	16
NA	SEPT1	30389453	30407312	16
NA	AC116348.4	30391083	30391431	16
NA	ZNF771	30418617	30442429	16
NA	SNORA42	30430945	30431080	16
NA	DCTPP1	30434939	30441396	16
NA	SEPHS2	30454951	30457502	16
NA	Y_RNA	30465317	30465418	16
NA	Y_RNA	30482907	30483024	16
NA	ITGAL	30483978	30534506	16
NA	AC116348.3	30488500	30500674	16
NA	AC116348.1	30491908	30492667	16
NA	RNU7-61P	30494455	30494516	16
NA	AC116348.2	30510086	30510875	16
NA	MIR4518	30515239	30515322	16
NA	ZNF768	30535321	30538142	16
NA	AC002310.5	30537243	30546173	16
NA	AC002310.6	30538238	30539615	16
NA	ZNF747	30541687	30546668	16
NA	AC002310.4	30545547	30569600	16
NA	AC002310.1	30546072	30548465	16
NA	AC002310.3	30548522	30549552	16
NA	ZNF764	30565084	30569819	16
NA	ZNF688	30580666	30584055	16
NA	AC002310.2	30583570	30595181	16
NA	ZNF785	30585060	30597092	16
NA	AC093249.2	30597227	30619914	16
NA	AC093249.4	30598982	30599241	16
NA	ZNF689	30613878	30635333	16
NA	AC093249.3	30626576	30627000	16
NA	AC093249.5	30635605	30636035	16
NA	AC093249.1	30638296	30638499	16
NA	PRR14	30662037	30667761	16
NA	FBRS	30669751	30682135	16
NA	RNU6-416P	30686620	30686723	16
NA	AC093249.6	30709027	30710379	16
NA	SRCAP	30709529	30752730	16
NA	RNU6-1043P	30712657	30712756	16
NA	AC106886.5	30715387	30756490	16
NA	SNORA30	30721857	30721986	16
NA	TMEM265	30751701	30755602	16
NA	AC106886.2	30751987	30762702	16
NA	PHKG2	30759590	30772497	16
NA	CCDC189	30768743	30774031	16
NA	RNF40	30773065	30787628	16
NA	AC106886.4	30784852	30787354	16
NA	ZNF629	30789769	30798523	16
NA	AC106886.1	30832388	30833431	16
NA	AC106886.3	30832658	30833205	16
NA	BCL7C	30844946	30906281	16
NA	MIR762HG	30886542	30906541	16
NA	MIR4519	30886586	30886644	16
NA	AC135048.2	30887086	30906537	16
NA	MIR762	30905223	30905306	16
NA	CTF1	30907927	30914881	16
NA	CTF2P	30915668	30921529	16
NA	FBXL19-AS1	30930639	30934590	16
NA	FBXL19	30934375	30960104	16
NA	AC135048.1	30959706	30967832	16
NA	ORAI3	30960386	30967782	16
NA	AC135048.3	30968192	30968520	16
NA	SETD1A	30968614	30995985	16
NA	AC135048.4	30995950	30999591	16
NA	HSD3B7	30996527	31000473	16
NA	AC135048.1	30996807	30997533	16
NA	STX1B	31000576	31021982	16
NA	STX4	31044209	31054296	16
NA	AC135050.3	31054470	31061189	16
NA	AC135050.1	31067780	31074124	16
NA	ZNF668	31072163	31085641	16
NA	AC135050.4	31076815	31080567	16
NA	ZNF646	31085742	31095517	16
NA	PRSS53	31094745	31100949	16
NA	AC135050.2	31094759	31106277	16
NA	VKORC1	31102162	31107301	16
NA	AC135050.7	31105047	31107265	16
NA	BCKDK	31117427	31124112	16
NA	AC135050.1	31120550	31120634	16
NA	KAT8	31127074	31142714	16
NA	AC135050.5	31129398	31130068	16
NA	AC135050.6	31133555	31135385	16
NA	AC009088.3	31142753	31143198	16
NA	PRSS8	31142753	31147083	16
NA	PRSS36	31150245	31161415	16
NA	AC009088.4	31176968	31177248	16
NA	NDUFA3P6	31185893	31186143	16
NA	FUS	31191430	31206192	16
NA	AC009088.2	31193831	31194606	16
NA	AC009088.1	31207451	31208284	16
NA	PYCARD	31212805	31214771	16
NA	PYCARD-AS1	31213205	31214773	16
NA	TRIM72	31225341	31242858	16
NA	PYDC1	31227282	31228680	16
NA	ITGAM	31271310	31344213	16
NA	RNU7-199P	31278757	31278812	16
NA	ITGAX	31366454	31394318	16
NA	AC093520.2	31372598	31373016	16
NA	ITGAD	31404632	31437826	16
NA	AC093520.1	31413885	31416020	16
NA	COX6A2	31439051	31439749	16
NA	AC026471.5	31439500	31439967	16
NA	ZNF843	31443913	31454481	16
NA	AC026471.4	31460855	31464814	16
NA	AC026471.1	31468031	31471057	16
NA	ARMC5	31469400	31478487	16
NA	TGFB1I1	31482905	31489281	16
NA	SLC5A2	31494322	31502181	16
NA	AC026471.3	31498690	31499813	16
NA	C16orf58	31500791	31520630	16
NA	AC026471.2	31519791	31520577	16
NA	AHSP	31539184	31540124	16
NA	AC106730.2	31558018	31558558	16
NA	VN1R64P	31558125	31559058	16
NA	LINC02190	31560463	31564888	16
NA	VN1R65P	31565425	31566233	16
NA	FRG2KP	31574402	31579037	16
NA	AC106730.3	31577680	31578321	16
NA	AC106730.1	31579706	31580796	16
NA	ZNF720P1	31612913	31614852	16
NA	VN1R66P	31659627	31660543	16
NA	RBM22P12	31692167	31693422	16
NA	AC074050.1	31708717	31708928	16
NA	AC074050.2	31710996	31711786	16
NA	CLUHP3	31711910	31723307	16
NA	AC074050.4	31716048	31716581	16
NA	AC074050.3	31720433	31723305	16
NA	ZNF720	31724549	31806190	16
NA	AC002519.1	31799522	31802314	16
NA	VN1R67P	31812905	31813818	16
NA	AC002519.2	31814267	31819294	16
NA	VN1R3	31819246	31820165	16
NA	RBM22P13	31874953	31876197	16
NA	AC034105.2	31882207	31882445	16
NA	ZNF267	31885078	31928678	16
NA	AC034105.3	31905862	31906304	16
NA	AC034105.5	31963480	31963794	16
NA	AC034105.1	31973383	31973702	16
NA	AC034105.4	31975123	31975400	16
NA	AC142381.3	31987123	32015049	16
NA	AC142381.4	32019758	32096106	16
NA	IGHV1OR16-1	32046173	32046647	16
NA	AC142381.1	32063145	32063601	16
NA	IGHV1OR16-3	32070404	32070693	16
NA	IGHV3OR16-9	32077385	32077679	16
NA	HERC2P4	32114565	32199428	16
NA	AC142381.2	32128020	32128318	16
NA	AC133485.6	32196944	32197632	16
NA	AC133485.5	32199653	32204851	16
NA	AC133485.4	32200582	32200802	16
NA	ABHD17AP8	32211222	32214143	16
NA	AC133485.1	32224700	32224824	16
NA	AC133485.3	32261940	32265743	16
NA	TP53TG3D	32264039	32267243	16
NA	AC133485.2	32274147	32276835	16
NA	AC140878.1	32290186	32290436	16
NA	AC133548.2	32300867	32321876	16
NA	AC133548.1	32368301	32375016	16
NA	ACTR3BP3	32390391	32391370	16
NA	AC138915.3	32399455	32447521	16
NA	AC138915.1	32450389	32452480	16
NA	AC138915.4	32465932	32470079	16
NA	AC138915.2	32471586	32471683	16
NA	ABCD1P3	32486371	32489571	16
NA	AC137800.1	32611619	32626960	16
NA	AC137800.2	32630053	32630173	16
NA	AC133569.1	32646993	32647366	16
NA	AC138907.7	32660513	32675277	16
NA	AC138907.5	32661515	32662231	16
NA	AC136944.6	32661994	32662239	16
NA	AC138907.1	32675245	32677854	16
NA	TP53TG3F	32684848	32688053	16
NA	TP53TG3	32684848	32688053	16
NA	AC138907.3	32686357	32690152	16
NA	AC138907.6	32727251	32727377	16
NA	ABHD17AP7	32737935	32740858	16
NA	AC138907.2	32747229	32752415	16
NA	AC138907.4	32750947	32751487	16
NA	HERC2P5	32752634	32787517	16
NA	AC138907.8	32793203	32795459	16
NA	AC138907.9	32797714	32798700	16
NA	AC138907.10	32799282	32800265	16
NA	AC137761.1	32820876	32835966	16
NA	AC137761.2	32822349	32822572	16
NA	AC142086.2	32857284	32857501	16
NA	IGHV2OR16-5	32859033	32859477	16
NA	BCAP31P2	32881305	32884449	16
NA	SLC6A10P	32888789	32896822	16
NA	AC142086.1	32896514	32900195	16
NA	IGHV3OR16-15	32914762	32915215	16
NA	IGHV3OR16-6	32926394	32926857	16
NA	AC142086.6	32928294	32957713	16
NA	AC142086.3	32943088	32943890	16
NA	AC142086.5	32963313	33039358	16
NA	IGHV1OR16-2	32989781	32990212	16
NA	IGHV3OR16-10	33006368	33006826	16
NA	AC142086.4	33006857	33008091	16
NA	IGHV1OR16-4	33013653	33013942	16
NA	IGHV3OR16-8	33020495	33020941	16
NA	AC145350.2	33054929	33106752	16
NA	AC145350.3	33071256	33071419	16
NA	HERC2P8	33105524	33140411	16
NA	AC145350.4	33140636	33145820	16
NA	AC145350.1	33141555	33141763	16
NA	ABHD17AP9	33152170	33155118	16
NA	AC138869.1	33165672	33165796	16
NA	AC138869.2	33202881	33206675	16
NA	TP53TG3E	33204979	33208176	16
NA	TP53TG3C	33204979	33208179	16
NA	AC138869.3	33215093	33217783	16
NA	RP11-1437A8.6	33217751	33231583	16
NA	AC141257.3	33246422	33246637	16
NA	TP53TG3B	33261514	33264719	16
NA	AC141257.1	33271713	33274156	16
NA	AC141257.4	33287345	33287590	16
NA	AC136944.5	33298409	33298560	16
NA	AC136944.1	33336282	33337443	16
NA	AC136944.2	33344308	33348279	16
NA	AC136944.4	33350763	33356875	16
NA	AC136944.3	33365115	33373402	16
NA	RP11-293B20.3	33379961	33380091	16
NA	AC142384.1	33379968	33425014	16
NA	BMS1P8	33489491	33500971	16
NA	AC136428.4	33525822	33566240	16
NA	ENPP7P13	33571887	33572146	16
NA	AC136428.2	33573501	33573715	16
NA	IGHV3OR16-12	33605230	33605684	16
NA	AC136428.3	33611244	33613234	16
NA	IGHV3OR16-13	33629680	33630128	16
NA	AC136428.1	33647250	33647696	16
NA	AC140658.5	33650942	33651111	16
NA	AC140658.6	33654251	33654536	16
NA	AC140658.1	33660401	33661331	16
NA	IGHV3OR16-11	33661362	33661819	16
NA	AC140658.2	33677505	33677935	16
NA	ARHGAP23P1	33709885	33739634	16
NA	IGHV3OR16-7	33740803	33741266	16
NA	AC140658.3	33750744	33751015	16
NA	IGHV3OR16-16	33752442	33752887	16
NA	AC140658.4	33768121	33768558	16
NA	AC133561.2	33775378	33778813	16
NA	AC133561.1	33778505	33790097	16
NA	BCAP31P1	33790872	33794018	16
NA	AC133561.3	33815860	33816297	16
NA	AC133561.5	33817726	33817944	16
NA	AC133561.4	33853606	33853830	16
NA	AC136932.1	33922936	33923144	16
NA	DUX4L45	33938202	33939259	16
NA	PCMTD1P2	33941655	33942010	16
NA	DUX4L46	33943722	33944473	16
NA	DUX4L47	33944922	33945316	16
NA	AC136932.2	33945948	33946021	16
NA	LINC00273	33961051	33962503	16
NA	AC136932.1	33961651	33961766	16
NA	RNA5-8SP2	33965425	33965577	16
NA	AC135776.4	34176347	34178251	16
NA	LINC02184	34213114	34214215	16
NA	CTD-2144E22.7	34213745	34213986	16
NA	AC135776.1	34232105	34232469	16
NA	AC135776.1	34256119	34258600	16
NA	AC135776.2	34257221	34258621	16
NA	AC135776.3	34257709	34258136	16
NA	CCNYL3	34274534	34318684	16
NA	FP325313.1	34274539	34292583	16
NA	CLUHP11	34302581	34319431	16
NA	NAMPTP3	34320266	34320490	16
NA	VPS35P1	34324871	34339205	16
NA	AC092133.1	34352608	34353327	16
NA	AC023824.3	34368884	34369446	16
NA	RP11-244B22.14	34375268	34375779	16
NA	AC023824.6	34378092	34379252	16
NA	RP11-244B22.12	34378355	34378845	16
NA	AC023824.7	34383006	34388737	16
NA	RP11-244B22.13	34383827	34384161	16
NA	UBE2MP1	34404062	34404612	16
NA	SLC25A1P4	34407686	34408464	16
NA	AC023824.1	34427057	34430032	16
NA	AC023824.2	34427705	34428105	16
NA	AC023824.5	34430149	34431915	16
NA	TP53TG3GP	34442273	34442607	16
NA	AC023824.4	34442307	34518517	16
NA	AC023824.1	34442876	34442942	16
NA	RARRES2P5	34455953	34456419	16
NA	FGFR3P5	34466782	34470355	16
NA	FRG2JP	34480286	34481905	16
NA	RARRES2P6	34489562	34490004	16
NA	AGGF1P8	34493000	34494000	16
NA	AC007353.1	34510862	34510964	16
NA	FRG2HP	34569647	34571260	16
NA	RARRES2P9	34578461	34578930	16
NA	AGGF1P9	34581755	34582668	16
NA	C2orf69P4	34586852	34587393	16
NA	LINC01566	34597782	34624955	16
NA	FRG2GP	34618514	34619457	16
NA	AGGF1P4	34623573	34624374	16
NA	FRG2IP	34640117	34641720	16
NA	RARRES2P7	34648649	34649118	16
NA	AGGF1P5	34654661	34655580	16
NA	C2orf69P3	34659734	34660854	16
NA	AC018558.4	34669673	34670712	16
NA	ZNF971P	34681268	34683782	16
NA	FRG2DP	34711784	34714852	16
NA	RARRES2P10	34720136	34720596	16
NA	AGGF1P6	34723607	34724583	16
NA	AC018558.2	34725544	34726766	16
NA	C2orf69P2	34726694	34727817	16
NA	AC018558.3	34728124	34730828	16
NA	AC018558.1	34739463	34740833	16
NA	TP53TG3HP	34740962	34741541	16
NA	AC018558.5	34762737	34763689	16
NA	RARRES2P8	34777649	34778016	16
NA	AGGF1P7	34782287	34783200	16
NA	C2orf69P1	34787279	34788372	16
NA	C1QL1P1	34809204	34809865	16
NA	KIF18BP1	34871057	34879551	16
NA	AC092325.1	34874399	34874953	16
NA	AC106785.1	34956638	34956900	16
NA	RNA5SP406	34968763	34968875	16
NA	RNA5SP407	34969009	34969119	16
NA	RNA5SP408	34969742	34969842	16
NA	RNA5SP409	34969995	34970104	16
NA	LINC02167	34977638	34990886	16
NA	RNA5SP410	34980359	34980465	16
NA	RNA5SP413	34981402	34981511	16
NA	RNA5SP415	34984431	34984546	16
NA	RNA5SP416	34985944	34986055	16
NA	RNA5SP417	34986198	34986306	16
NA	RNA5SP418	34987196	34987313	16
NA	RNA5SP419	34988166	34988301	16
NA	RNA5SP420	34988416	34988553	16
NA	RNA5SP421	34988925	34989059	16
NA	RNA5SP422	34989293	34989404	16
NA	RNA5SP423	34989547	34989656	16
NA	AC106785.2	35019939	35021258	16
NA	AC106785.4	35037239	35037651	16
NA	AC106785.3	35071256	35072103	16
NA	AC116553.2	35113406	35113869	16
NA	AC116553.1	35136343	35136453	16
NA	AC116553.3	35137487	35139287	16
NA	AC116553.1	35146490	35146887	16
NA	ANKRD26P1	46503252	46603009	16
NA	RNU6-845P	46590000	46590103	16
NA	AC092368.2	46605448	46606048	16
NA	AC092368.1	46607674	46609006	16
NA	SHCBP1	46614465	46655538	16
NA	AC092368.3	46656772	46658363	16
NA	RAB43P1	46660315	46660904	16
NA	AC012186.1	46683037	46683761	16
NA	VPS35	46690043	46723430	16
NA	AC012186.2	46694607	46695503	16
NA	AC012186.3	46707354	46707839	16
NA	ORC6	46723554	46732306	16
NA	MYLK3	46737280	46824319	16
NA	AC007225.1	46823809	46825952	16
NA	C16orf87	46830518	46865323	16
NA	CKBP1	46876543	46878530	16
NA	AC007225.2	46884910	46885166	16
NA	GPT2	46918289	46965209	16
NA	DNAJA2	46989273	47007699	16
NA	AC018845.3	47007899	47012894	16
NA	AC018845.1	47038423	47069296	16
NA	AC018845.2	47047867	47048276	16
NA	NETO2	47111613	47177908	16
NA	snoU13	47154829	47154932	16
NA	ITFG1-AS1	47178233	47196658	16
NA	RPL23AP72	47184042	47184477	16
NA	ITFG1	47188297	47498060	16
NA	AC007494.2	47230221	47236340	16
NA	AC007494.3	47251936	47252679	16
NA	AC007494.1	47296651	47297411	16
NA	AC007533.1	47333357	47351725	16
NA	Y_RNA	47346937	47347032	16
NA	RNA5SP424	47484257	47484372	16
NA	PHKB	47495033	47735434	16
NA	RNA5SP425	47539342	47539454	16
NA	AC007599.2	47563100	47563827	16
NA	AC007599.1	47595217	47596391	16
NA	EIF4BP5	47599000	47600795	16
NA	NDUFA5P11	47632564	47632907	16
NA	LINC02133	47758478	47942342	16
NA	AC141846.1	47794690	47794832	16
NA	LINC02192	47883224	47921041	16
NA	LINC02134	47999582	48005598	16
NA	AC096996.1	48093581	48093906	16
NA	ABCC12	48116883	48189929	16
NA	AC096996.2	48198862	48201149	16
NA	ABCC11	48200820	48281479	16
NA	LONP2	48278206	48397033	16
NA	AC023818.1	48368381	48368765	16
NA	AC023818.2	48377665	48379969	16
NA	SIAH1	48390274	48482313	16
NA	RN7SL54P	48448688	48448970	16
NA	AC023818.1	48455037	48455114	16
NA	AC026470.4	48481814	48482309	16
NA	AC026470.2	48504863	48505044	16
NA	snoU13	48526308	48526412	16
NA	MOCS1P1	48530900	48532512	16
NA	N4BP1	48572636	48654059	16
NA	AC026470.3	48593571	48621314	16
NA	AC026470.1	48611434	48612280	16
NA	AC023813.2	48634086	48634555	16
NA	AC023813.1	48654229	48655944	16
NA	AC007611.1	48657346	48778832	16
NA	AC023813.3	48671053	48672630	16
NA	AC023813.4	48674383	48674963	16
NA	AC007611.1	48685241	48685334	16
NA	snoU13	48692291	48692396	16
NA	AC023827.2	48751993	48753054	16
NA	RNU6-257P	48765614	48765712	16
NA	AC023827.1	48883829	48883926	16
NA	MTND4LP25	49100477	49100640	16
NA	AC044798.1	49193418	49195934	16
NA	AC044798.2	49204462	49205697	16
NA	CBLN1	49311827	49315742	16
NA	AC007614.3	49321340	49324138	16
NA	AC007614.2	49328796	49330647	16
NA	AC007614.6	49331053	49333673	16
